total_surveillance,total_surveillance,odp_completion_rate,pdp_recovery_rate,case_fatality_rate,recovery_rate,active_case_rate,suspected_to_probable_ratio,probable_to_confirmed_ratio,hospitalization_rate,severity_score,kecamatan_encoded,kecamatan_avg_cfr,kecamatan_avg_recovery,year,month,data_completeness,data_consistency_flag,id_kel,nama_kecamatan,nama_kelurahan
23,23,0.8888888888888888,0.6666666666666666,0.2727272727272727,0.0,0.7272727272727273,3.0,0.2727272727272727,0.4545454545454545,0.3272727272727272,26,0.122,0.202,2020,5,1.0,0,3175081005,MAKASAR,CIPINANG MELAYU
62,62,1.0,0.6666666666666666,0.1176470588235294,0.1176470588235294,0.7647058823529411,2.75,0.7058823529411765,0.6470588235294118,0.2764705882352941,1,0.108,0.141,2020,5,1.0,0,3175061005,CAKUNG,PULO GEBANG
22,22,1.0,0.8571428571428571,0.0,0.3333333333333333,0.6666666666666666,1.2857142857142858,1.1666666666666667,0.3333333333333333,0.0999999999999999,32,0.056,0.121,2020,5,1.0,0,3174081004,PANCORAN,DUREN TIGA
32,32,0.9473684210526316,0.75,0.0,0.3333333333333333,0.6666666666666666,4.75,0.4444444444444444,0.4444444444444444,0.1333333333333333,33,0.143,0.16,2020,5,1.0,0,3174041007,PASAR MINGGU,KEBAGUSAN
34,34,0.9375,0.5714285714285714,0.1818181818181818,0.0,0.8181818181818182,2.2857142857142856,0.6363636363636364,0.3636363636363636,0.2363636363636363,33,0.143,0.16,2020,5,1.0,0,3174041002,PASAR MINGGU,JATI PADANG
35,35,0.9230769230769232,0.9166666666666666,0.2,0.3,0.5,1.0833333333333333,1.2,0.3,0.2299999999999999,33,0.143,0.16,2020,5,1.0,0,3174041003,PASAR MINGGU,CILANDAK TIMUR
22,22,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.1666666666666667,0.6666666666666666,0.3333333333333333,0.2555555555555555,37,0.111,0.087,2020,5,1.0,0,3175021003,PULO GADUNG,CIPINANG
40,40,0.8461538461538461,0.9090909090909092,0.0,0.0625,0.9375,1.181818181818182,0.6875,0.5625,0.1687499999999999,38,0.094,0.036,2020,5,1.0,0,3171021001,SAWAH BESAR,PASAR BARU
35,35,1.0,0.5,0.1818181818181818,0.0909090909090909,0.7272727272727273,1.4,0.9090909090909092,0.4545454545454545,0.2636363636363636,9,0.143,0.095,2020,5,1.0,0,3171011003,GAMBIR,PETOJO UTARA
12,12,0.5,1.0,0.1666666666666666,0.0,0.8333333333333334,0.5,0.6666666666666666,0.3333333333333333,0.2166666666666666,12,0.11,0.006,2020,5,1.0,0,3175031003,JATINEGARA,BALI MESTER
17,17,1.0,0.5,0.2222222222222222,0.0,0.7777777777777778,1.0,0.4444444444444444,0.6666666666666666,0.3555555555555555,29,0.144,0.133,2020,5,1.0,0,3171061004,MENTENG,GONDANGDIA
15,15,0.7142857142857143,0.2,0.3333333333333333,0.0,0.6666666666666666,1.4,1.6666666666666667,0.6666666666666666,0.4333333333333333,34,0.138,0.082,2020,5,1.0,0,3175051005,PASAR REBO,PEKAYON
